player,bpm,obpm,dbpm,vorp,age,ts_pct,mp,tov_pct,trb_pct,usg_pct,fg3a_per_fga_pct,fta_per_fga_pct,team,year,fg3_pct,fg2_pct,ft_pct
Andray Blatche,0.6,0.2,0.4,1.5,23,0.519,2256,14.2,13.0,25.8,0.044,0.234,WAS,2010,0.295,0.487,0.744
Caron Butler,-1.3,-1.1,-0.2,0.3,29,0.506,1853,12.6,9.8,22.0,0.137,0.304,WAS,2010,0.263,0.447,0.877
Mike Miller,1.3,0.9,0.4,1.5,29,0.623,1805,19.6,10.7,14.7,0.395,0.196,WAS,2010,0.48,0.515,0.824
Randy Foye,-1.2,0.0,-1.2,0.3,26,0.516,1667,12.1,4.5,21.1,0.294,0.234,WAS,2010,0.346,0.442,0.89
Brendan Haywood,-0.4,-0.2,-0.2,0.7,30,0.591,1614,14.2,18.1,13.2,0.0,0.472,WAS,2010,0.0,0.561,0.646
Antawn Jamison,0.3,1.7,-1.4,0.9,33,0.528,1595,7.1,13.1,24.3,0.24,0.31,WAS,2010,0.345,0.483,0.7
Nick Young,-3.7,-2.0,-1.7,-0.6,24,0.519,1421,8.3,4.1,21.4,0.305,0.233,WAS,2010,0.406,0.423,0.8
Gilbert Arenas,1.7,2.9,-1.2,1.1,28,0.511,1169,14.2,6.5,31.9,0.294,0.336,WAS,2010,0.348,0.437,0.739
Earl Boykins,-2.4,-0.5,-2.0,-0.1,33,0.498,1117,13.5,3.9,20.7,0.149,0.221,WAS,2010,0.317,0.446,0.865
JaVale McGee,-0.8,-2.0,1.2,0.3,22,0.539,968,12.5,14.5,19.1,0.003,0.378,WAS,2010,0.0,0.51,0.638
James Singleton,-3.1,-2.8,-0.3,-0.2,28,0.454,766,14.7,16.6,14.9,0.079,0.295,WAS,2010,0.133,0.406,0.839
Al Thornton,-2.1,-2.0,-0.1,0.0,26,0.517,674,12.7,8.7,19.1,0.079,0.333,WAS,2010,0.353,0.472,0.694
Shaun Livingston,-1.2,-0.3,-0.9,0.1,24,0.582,666,19.5,5.0,17.4,0.022,0.259,WAS,2010,0.0,0.547,0.875
Fabricio Oberto,-4.4,-5.3,0.8,-0.4,34,0.654,650,36.2,9.3,6.9,0.0,0.304,WAS,2010,0.0,0.625,0.765
DeShawn Stevenson,-5.0,-4.9,-0.1,-0.5,28,0.382,616,17.4,6.1,10.2,0.602,0.243,WAS,2010,0.177,0.439,0.72
Quinton Ross,-8.9,-8.1,-0.8,-0.5,28,0.33,261,12.2,4.9,11.4,0.145,0.109,WAS,2010,0.125,0.34,0.5
Dominic McGuire,-5.9,-5.6,-0.3,-0.2,24,0.355,240,19.2,14.6,9.9,0.0,0.125,WAS,2010,0.0,0.375,0.0
Alonzo Gee,1.6,1.7,-0.1,0.2,22,0.564,182,12.2,10.4,20.4,0.153,0.492,WAS,2010,0.778,0.42,0.621
Cartier Martin,-2.3,-0.8,-1.5,0.0,25,0.491,114,10.4,10.6,23.0,0.375,0.188,WAS,2010,0.389,0.367,0.889
Josh Howard,-0.4,0.5,-0.9,0.0,29,0.529,91,5.2,8.2,28.8,0.239,0.435,WAS,2010,0.273,0.486,0.75
Mike James,-4.8,-4.2,-0.6,0.0,34,0.383,46,17.5,3.8,28.1,0.3,0.4,WAS,2010,0.333,0.286,0.5
Cedric Jackson,-13.3,-8.5,-4.8,-0.1,23,0.47,39,38.5,4.4,24.1,0.273,0.364,WAS,2010,0.333,0.375,0.75
Mike Harris,-2.4,-4.7,2.3,0.0,26,0.515,14,0.0,16.4,12.6,0.0,0.667,WAS,2010,0.0,0.333,1.0
Paul Davis,18.2,11.9,6.3,0.0,25,0.512,8,0.0,0.0,27.6,0.0,0.5,WAS,2010,0.0,0.5,0.5
Dwight Howard,4.4,1.6,2.8,4.6,24,0.63,2843,18.7,22.0,23.9,0.008,0.978,ORL,2010,0.0,0.617,0.592
Rashard Lewis,1.8,0.9,0.8,2.3,30,0.573,2369,10.9,7.8,19.4,0.525,0.224,ORL,2010,0.397,0.476,0.806
Vince Carter,2.0,1.6,0.4,2.3,33,0.541,2310,8.4,7.3,25.2,0.319,0.301,ORL,2010,0.367,0.456,0.84
Matt Barnes,1.3,-0.1,1.3,1.7,29,0.576,2097,15.3,12.3,16.2,0.372,0.262,ORL,2010,0.319,0.586,0.74
Jameer Nelson,0.7,1.0,-0.3,1.3,27,0.54,1860,15.5,6.0,22.3,0.32,0.164,ORL,2010,0.381,0.481,0.845
J.J. Redick,1.8,1.8,0.1,1.8,25,0.606,1808,8.8,5.0,18.3,0.495,0.401,ORL,2010,0.405,0.473,0.86
Jason Williams,1.0,0.6,0.4,1.3,34,0.555,1703,16.4,4.3,14.5,0.519,0.096,ORL,2010,0.38,0.512,0.756
Mickaël Piétrus,0.9,0.0,0.9,1.2,27,0.555,1687,10.5,7.4,18.0,0.568,0.202,ORL,2010,0.379,0.502,0.633
Marcin Gortat,0.1,-1.7,1.7,0.6,25,0.563,1088,15.0,18.1,13.0,0.013,0.33,ORL,2010,0.0,0.54,0.68
Ryan Anderson,2.3,2.6,-0.3,1.0,21,0.574,911,11.7,12.8,24.4,0.544,0.211,ORL,2010,0.37,0.514,0.866
Brandon Bass,-0.6,-0.7,0.1,0.2,24,0.556,648,10.6,11.3,20.9,0.0,0.27,ORL,2010,0.0,0.511,0.825
Anthony Johnson,0.0,-0.7,0.7,0.2,35,0.543,406,17.8,6.8,16.7,0.351,0.18,ORL,2010,0.333,0.5,0.95
Kobe Bryant,4.1,3.9,0.2,4.4,31,0.545,2835,11.4,7.7,32.3,0.192,0.345,LAL,2010,0.329,0.487,0.811
Metta World Peace,0.5,-0.6,1.1,1.6,30,0.514,2605,12.8,7.1,16.2,0.4,0.251,LAL,2010,0.355,0.453,0.688
Lamar Odom,2.5,0.7,1.8,2.9,30,0.533,2585,15.3,17.3,17.0,0.246,0.273,LAL,2010,0.319,0.51,0.693
Pau Gasol,4.9,3.7,1.3,4.2,29,0.593,2403,12.5,17.1,21.4,0.006,0.429,LAL,2010,0.0,0.539,0.79
Derek Fisher,-1.7,-2.9,1.3,0.2,35,0.499,2227,11.2,4.3,14.0,0.401,0.237,LAL,2010,0.348,0.401,0.856
Andrew Bynum,1.5,1.1,0.4,1.8,22,0.608,1977,12.5,15.3,20.8,0.001,0.379,LAL,2010,0.0,0.571,0.739
Shannon Brown,-0.4,-1.2,0.8,0.7,24,0.517,1700,9.4,6.0,18.8,0.319,0.204,LAL,2010,0.328,0.474,0.818
Jordan Farmar,-0.4,-0.8,0.5,0.6,23,0.535,1474,11.5,5.0,19.0,0.445,0.165,LAL,2010,0.376,0.483,0.671
Josh Powell,-6.3,-5.2,-1.1,-0.6,27,0.407,581,13.7,11.2,18.6,0.082,0.16,LAL,2010,0.438,0.36,0.645
Sasha Vujačić,-0.7,-1.7,1.0,0.2,25,0.518,575,8.7,7.7,15.2,0.494,0.201,LAL,2010,0.309,0.494,0.848
D.J. Mbenga,-4.1,-4.9,0.8,-0.2,29,0.471,355,11.9,13.7,16.0,0.0,0.184,LAL,2010,0.0,0.466,0.474
Luke Walton,-2.3,-2.8,0.5,0.0,29,0.402,272,12.3,7.8,16.1,0.202,0.048,LAL,2010,0.412,0.343,0.5
Adam Morrison,-4.7,-3.6,-1.1,-0.2,25,0.418,241,10.2,7.4,18.3,0.247,0.094,LAL,2010,0.238,0.422,0.625
Rasual Butler,-1.9,-0.8,-1.1,0.1,30,0.524,2702,7.8,5.1,17.0,0.497,0.167,LAC,2010,0.336,0.482,0.841
Chris Kaman,-2.5,-1.4,-1.1,-0.3,27,0.527,2608,14.3,15.6,27.1,0.005,0.255,LAC,2010,0.0,0.492,0.749
Baron Davis,1.5,1.5,0.0,2.2,30,0.501,2523,15.6,6.1,24.3,0.292,0.287,LAC,2010,0.277,0.459,0.821
Eric Gordon,-0.9,0.1,-1.0,0.6,21,0.571,2229,13.6,4.2,21.5,0.409,0.381,LAC,2010,0.371,0.503,0.742
Marcus Camby,3.5,0.8,2.7,2.2,35,0.497,1596,13.9,22.4,13.0,0.017,0.256,LAC,2010,0.333,0.469,0.659
Al Thornton,-3.7,-2.2,-1.4,-0.6,26,0.526,1405,11.2,7.9,18.9,0.03,0.302,LAC,2010,0.357,0.482,0.741
Craig Smith,-0.8,-0.9,0.1,0.4,26,0.599,1232,15.3,13.5,21.2,0.013,0.524,LAC,2010,0.2,0.574,0.635
DeAndre Jordan,-3.8,-3.5,-0.3,-0.5,21,0.571,1137,20.3,17.9,14.7,0.008,0.538,LAC,2010,0.0,0.61,0.375
Steve Blake,-1.8,-0.5,-1.3,0.0,29,0.569,762,26.6,5.2,14.1,0.521,0.096,LAC,2010,0.437,0.45,0.75
Drew Gooden,-1.9,-0.2,-1.7,0.0,28,0.572,725,14.3,18.1,22.6,0.008,0.38,LAC,2010,0.0,0.496,0.921
Sebastian Telfair,-4.3,-3.5,-0.8,-0.3,24,0.47,582,19.7,4.1,17.4,0.283,0.187,LAC,2010,0.234,0.471,0.774
Ricky Davis,-4.0,-3.0,-0.9,-0.2,30,0.504,499,15.6,6.6,16.8,0.294,0.217,LAC,2010,0.381,0.455,0.581
Travis Outlaw,-1.5,-0.3,-1.2,0.1,25,0.512,499,9.3,9.6,19.5,0.411,0.194,LAC,2010,0.378,0.415,0.8
Mardy Collins,-5.8,-6.3,0.5,-0.4,25,0.404,470,18.9,6.2,16.3,0.133,0.164,LAC,2010,0.235,0.387,0.619
Steve Novak,-3.7,-2.4,-1.3,-0.2,26,0.505,362,1.8,5.3,14.2,0.657,0.083,LAC,2010,0.31,0.541,0.778
Bobby Brown,-6.2,-2.8,-3.4,-0.2,25,0.397,191,20.0,6.1,26.1,0.376,0.082,LAC,2010,0.281,0.358,0.714
Brian Skinner,-7.2,-6.5,-0.6,-0.2,33,0.456,123,19.7,12.7,13.1,0.0,0.32,LAC,2010,0.0,0.4,0.75
Kareem Rush,-3.5,-5.3,1.8,0.0,29,0.409,58,21.4,6.0,10.9,0.273,0.0,LAC,2010,0.333,0.375,0.0
JamesOn Curry,-7.0,-6.4,-0.6,0.0,24,0.0,0,0.0,0.0,0.0,0.0,0.0,LAC,2010,0.0,0.0,0.0
Stephen Curry,0.7,1.1,-0.5,2.0,21,0.568,2896,16.5,6.8,21.8,0.332,0.175,GSW,2010,0.437,0.474,0.885
Monta Ellis,-1.4,0.1,-1.5,0.4,24,0.517,2647,13.4,5.4,29.5,0.162,0.276,GSW,2010,0.338,0.47,0.753
Corey Maggette,0.3,2.1,-1.8,1.2,30,0.615,2081,13.0,10.0,26.7,0.056,0.622,GSW,2010,0.26,0.531,0.835
Anthony Morrow,-0.4,1.2,-1.5,0.8,24,0.597,2018,10.0,7.1,17.8,0.437,0.162,GSW,2010,0.456,0.477,0.886
C.J. Watson,-0.4,-0.8,0.3,0.7,25,0.555,1788,10.3,5.3,16.0,0.275,0.314,GSW,2010,0.31,0.527,0.771
Anthony Tolliver,-1.6,-0.3,-1.3,0.2,24,0.532,1423,8.3,12.5,16.6,0.337,0.299,GSW,2010,0.331,0.481,0.769
Ronny Turiaf,0.1,-1.5,1.7,0.5,27,0.574,872,21.4,12.2,11.3,0.007,0.534,GSW,2010,0.0,0.586,0.474
Chris Hunter,-4.1,-3.1,-1.0,-0.4,25,0.546,783,10.8,11.9,15.2,0.018,0.318,GSW,2010,0.0,0.512,0.754
Reggie Williams,-0.6,1.2,-1.8,0.3,23,0.588,782,8.5,7.8,18.6,0.325,0.219,GSW,2010,0.359,0.56,0.839
Andris Biedriņš,-0.2,-1.9,1.7,0.4,23,0.561,763,17.8,18.9,10.1,0.0,0.182,GSW,2010,0.0,0.591,0.16
Devean George,-0.8,-0.9,0.1,0.2,32,0.56,761,6.5,8.3,13.0,0.597,0.112,GSW,2010,0.39,0.494,0.696
Vladimir Radmanović,-4.2,-2.9,-1.3,-0.4,29,0.452,758,14.0,10.9,15.8,0.372,0.091,GSW,2010,0.267,0.455,0.762
Anthony Randolph,-0.6,-0.2,-0.3,0.3,20,0.521,749,11.7,16.0,23.9,0.016,0.44,GSW,2010,0.2,0.447,0.801
Mikki Moore,-1.9,-1.6,-0.3,0.0,34,0.606,406,18.1,9.5,12.2,0.0,0.122,GSW,2010,0.0,0.6,0.636
Stephen Jackson,-1.3,0.2,-1.5,0.1,31,0.499,300,14.8,6.5,25.0,0.301,0.278,GSW,2010,0.275,0.484,0.703
Cartier Martin,-5.3,-3.7,-1.5,-0.2,25,0.463,276,11.8,9.5,17.1,0.352,0.239,GSW,2010,0.323,0.386,0.762
Kelenna Azubuike,2.1,3.3,-1.1,0.2,26,0.623,231,6.5,9.9,19.9,0.307,0.318,GSW,2010,0.37,0.623,0.679
Coby Karl,-4.1,-3.8,-0.3,-0.1,26,0.404,108,14.8,8.2,16.1,0.344,0.188,GSW,2010,0.182,0.429,0.667
Acie Law,2.7,1.4,1.4,0.1,25,0.752,66,8.8,1.7,14.7,0.214,1.071,GSW,2010,0.333,0.727,0.8
Raja Bell,8.7,8.0,0.7,0.1,33,0.917,23,0.0,4.8,11.2,0.5,0.0,GSW,2010,1.0,0.333,0.0
Amar'e Stoudemire,1.0,2.1,-1.1,2.2,27,0.615,2838,12.1,14.5,27.3,0.005,0.5,PHO,2010,0.167,0.559,0.771
Steve Nash,4.3,6.1,-1.8,4.2,35,0.615,2660,21.4,5.7,22.9,0.295,0.228,PHO,2010,0.426,0.54,0.938
Jason Richardson,1.7,2.2,-0.5,2.3,29,0.574,2485,7.9,9.2,20.8,0.401,0.184,PHO,2010,0.393,0.528,0.739
Grant Hill,0.6,0.3,0.3,1.6,37,0.561,2430,11.7,10.3,16.8,0.114,0.357,PHO,2010,0.438,0.483,0.817
Channing Frye,2.7,1.8,0.9,2.6,26,0.598,2190,8.8,11.0,16.7,0.558,0.172,PHO,2010,0.439,0.466,0.81
Jared Dudley,2.1,1.4,0.7,2.1,24,0.612,1991,11.0,8.0,13.7,0.535,0.282,PHO,2010,0.458,0.461,0.754
Goran Dragić,0.1,0.8,-0.7,0.8,23,0.566,1442,18.3,6.7,21.1,0.383,0.324,PHO,2010,0.394,0.488,0.736
Lou Amundson,-1.1,-1.5,0.4,0.3,27,0.562,1168,14.7,16.7,14.6,0.004,0.446,PHO,2010,0.0,0.553,0.545
Robin Lopez,-0.6,0.3,-0.9,0.4,21,0.621,986,10.6,14.2,17.3,0.0,0.43,PHO,2010,0.0,0.588,0.704
Leandro Barbosa,-2.1,-0.8,-1.3,0.0,27,0.526,786,10.4,5.0,24.9,0.373,0.2,PHO,2010,0.324,0.485,0.877
Earl Clark,-5.5,-3.9,-1.6,-0.3,22,0.42,383,12.1,9.1,21.9,0.033,0.238,PHO,2010,0.4,0.37,0.722
Jarron Collins,-6.7,-5.4,-1.3,-0.3,31,0.405,261,19.2,13.4,8.8,0.0,0.806,PHO,2010,0.0,0.387,0.4
Alando Tucker,-2.1,1.3,-3.4,0.0,25,0.548,71,9.3,5.6,26.9,0.233,0.7,PHO,2010,0.143,0.522,0.762
Taylor Griffin,-8.1,-6.2,-1.9,-0.1,23,0.425,32,7.8,3.5,17.6,0.2,0.4,PHO,2010,0.0,0.5,0.5
Dwayne Jones,-4.4,-5.1,0.6,0.0,26,0.0,7,0.0,16.1,0.0,0.0,0.0,PHO,2010,0.0,0.0,0.0
Tyreke Evans,1.3,1.3,0.0,2.2,20,0.529,2677,13.6,8.1,26.2,0.121,0.399,SAC,2010,0.255,0.485,0.748
Beno Udrih,0.4,0.7,-0.2,1.5,27,0.566,2477,13.1,5.1,18.6,0.237,0.168,SAC,2010,0.377,0.53,0.837
Jason Thompson,-2.4,-1.6,-0.8,-0.2,23,0.518,2357,13.3,15.5,19.6,0.013,0.353,SAC,2010,0.1,0.477,0.715
Omri Casspi,-1.1,-0.3,-0.8,0.4,21,0.529,1931,11.6,10.4,19.4,0.302,0.259,SAC,2010,0.369,0.48,0.672
Spencer Hawes,-1.2,-1.2,0.1,0.4,21,0.507,1904,15.5,13.1,19.6,0.131,0.159,SAC,2010,0.299,0.494,0.689
Donté Greene,-1.6,-1.2,-0.4,0.1,21,0.526,1630,13.1,8.2,19.2,0.331,0.253,SAC,2010,0.377,0.473,0.643
Andrés Nocioni,-2.4,-1.3,-1.1,-0.1,30,0.504,1477,9.6,8.6,20.9,0.424,0.169,SAC,2010,0.386,0.408,0.717
Carl Landry,-0.8,0.1,-0.8,0.3,26,0.568,1054,10.1,9.9,20.7,0.008,0.388,SAC,2010,0.333,0.521,0.741
Ime Udoka,-1.9,-2.2,0.3,0.0,32,0.47,944,13.6,11.6,14.4,0.378,0.237,SAC,2010,0.286,0.433,0.737
Kevin Martin,0.8,1.8,-1.0,0.5,26,0.535,774,7.9,7.0,25.3,0.324,0.457,SAC,2010,0.355,0.419,0.819
Jon Brockman,-3.0,-1.8,-1.2,-0.2,22,0.564,654,15.0,18.7,10.4,0.0,0.602,SAC,2010,0.0,0.534,0.597
Francisco García,0.3,0.1,0.2,0.3,28,0.55,575,10.3,6.6,15.7,0.335,0.097,SAC,2010,0.39,0.504,0.882
Sergio Rodríguez,0.5,1.1,-0.6,0.3,23,0.538,517,21.4,5.5,23.6,0.221,0.326,SAC,2010,0.357,0.493,0.694
Sean May,-3.1,-3.3,0.2,-0.1,25,0.492,331,13.2,12.1,19.3,0.036,0.288,SAC,2010,0.0,0.477,0.656
Kenny Thomas,-2.7,-3.4,0.7,-0.1,32,0.509,313,29.7,15.7,8.1,0.0,0.343,SAC,2010,0.0,0.486,0.583
Dominic McGuire,-7.4,-6.1,-1.3,-0.1,24,0.311,67,35.2,15.4,13.1,0.0,0.167,SAC,2010,0.0,0.333,0.0
Desmond Mason,-5.7,-4.4,-1.4,-0.1,32,0.472,66,22.5,11.3,11.9,0.0,0.333,SAC,2010,0.0,0.417,0.75
Hilton Armstrong,-3.0,-4.0,1.0,0.0,25,0.388,56,23.7,14.3,13.3,0.0,0.167,SAC,2010,0.0,0.333,1.0
Joey Dorsey,-6.4,-5.7,-0.7,-0.1,26,0.448,52,13.0,19.8,13.1,0.0,1.111,SAC,2010,0.0,0.444,0.4
Garrett Temple,0.5,0.0,0.5,0.0,23,0.539,23,16.4,7.5,23.5,0.25,0.625,SAC,2010,0.0,0.5,1.0
LaMarcus Aldridge,1.2,1.4,-0.2,2.3,24,0.535,2922,7.4,13.3,22.9,0.014,0.26,POR,2010,0.313,0.498,0.757
Andre Miller,1.8,1.8,0.0,2.4,33,0.53,2500,13.8,6.6,23.8,0.088,0.432,POR,2010,0.2,0.469,0.821
Brandon Roy,4.7,4.7,0.0,4.1,25,0.568,2419,9.5,7.3,26.7,0.213,0.424,POR,2010,0.33,0.512,0.78
Martell Webster,0.0,0.3,-0.3,1.0,23,0.543,2005,7.8,8.3,18.2,0.52,0.243,POR,2010,0.373,0.44,0.813
Juwan Howard,-3.5,-3.0,-0.4,-0.6,36,0.538,1632,15.1,12.7,13.9,0.003,0.187,POR,2010,0.0,0.511,0.786
Rudy Fernández,1.5,0.6,0.9,1.3,24,0.54,1441,13.4,7.0,17.7,0.629,0.232,POR,2010,0.368,0.395,0.867
Steve Blake,0.2,0.1,0.1,0.8,29,0.526,1397,15.0,5.2,14.8,0.583,0.09,POR,2010,0.377,0.439,0.75
Jerryd Bayless,-1.7,-0.7,-1.0,0.1,21,0.534,1304,13.8,5.7,24.9,0.19,0.501,POR,2010,0.315,0.437,0.831
Nicolas Batum,3.9,2.8,1.1,1.4,21,0.646,918,8.5,9.5,16.4,0.493,0.19,POR,2010,0.409,0.625,0.843
Marcus Camby,2.9,0.4,2.5,0.9,35,0.511,718,14.5,22.0,12.3,0.007,0.214,POR,2010,0.0,0.5,0.581
Dante Cunningham,-1.8,-2.0,0.2,0.0,22,0.517,707,6.0,14.0,16.8,0.009,0.224,POR,2010,0.0,0.5,0.646
Joel Przybilla,-1.3,-2.9,1.6,0.1,30,0.567,681,26.5,21.6,10.3,0.0,0.593,POR,2010,0.0,0.523,0.647
Greg Oden,3.5,0.9,2.6,0.7,22,0.647,502,17.8,21.9,20.7,0.0,0.421,POR,2010,0.0,0.605,0.766
Jeff Ayres,-3.0,-3.4,0.4,-0.1,22,0.705,405,14.0,15.0,10.1,0.0,0.308,POR,2010,0.0,0.662,0.9
Travis Outlaw,0.5,0.7,-0.2,0.1,25,0.489,231,9.7,10.2,25.4,0.307,0.238,POR,2010,0.387,0.371,0.875
Patty Mills,-10.2,-4.6,-5.6,-0.1,21,0.48,38,12.9,3.3,38.9,0.167,0.292,POR,2010,0.5,0.4,0.571
Travis Diener,-3.7,-3.8,0.2,0.0,27,0.307,26,0.0,2.4,8.9,0.5,0.5,POR,2010,0.0,0.5,0.5
Shavlik Randolph,-5.1,-2.9,-2.1,0.0,26,0.515,6,20.5,10.3,38.6,0.0,0.667,POR,2010,0.0,0.333,1.0
Anthony Tolliver,-17.6,-15.0,-2.6,0.0,24,0.0,4,0.0,15.5,11.9,1.0,0.0,POR,2010,0.0,0.0,0.0
Deron Williams,3.8,4.2,-0.4,4.1,25,0.574,2802,16.9,6.4,23.8,0.246,0.397,UTA,2010,0.371,0.501,0.801
Carlos Boozer,3.4,2.4,1.1,3.7,28,0.599,2673,14.3,19.4,24.8,0.0,0.35,UTA,2010,0.0,0.562,0.742
Paul Millsap,0.4,-0.4,0.8,1.4,24,0.573,2277,12.2,14.5,18.7,0.013,0.369,UTA,2010,0.111,0.543,0.693
Mehmet Okur,0.5,0.4,0.1,1.4,30,0.561,2149,12.6,14.2,21.0,0.275,0.308,UTA,2010,0.385,0.486,0.82
Wesley Matthews,-0.5,-0.6,0.0,0.8,23,0.592,2025,12.5,5.6,16.5,0.292,0.342,UTA,2010,0.382,0.525,0.829
Andrei Kirilenko,5.1,2.7,2.4,3.0,28,0.588,1681,11.9,9.3,17.7,0.185,0.485,UTA,2010,0.292,0.555,0.744
Ronnie Brewer,1.3,-0.6,1.9,1.4,24,0.53,1662,9.7,6.4,14.1,0.075,0.308,UTA,2010,0.258,0.514,0.633
C.J. Miles,-1.9,-2.0,0.1,0.0,22,0.515,1497,11.8,6.6,20.5,0.386,0.169,UTA,2010,0.341,0.484,0.695
Kyle Korver,1.4,1.0,0.3,0.8,28,0.62,952,12.2,6.9,16.2,0.393,0.175,UTA,2010,0.536,0.465,0.796
Ronnie Price,-1.3,-2.5,1.2,0.1,26,0.476,806,17.3,5.4,18.0,0.26,0.244,UTA,2010,0.286,0.447,0.695
Kyrylo Fesenko,-4.4,-4.7,0.2,-0.3,23,0.533,408,16.7,13.1,15.8,0.011,0.6,UTA,2010,0.0,0.553,0.421
Eric Maynor,-1.5,-1.1,-0.4,0.0,22,0.454,363,16.0,6.2,21.7,0.18,0.248,UTA,2010,0.208,0.431,0.758
Sundiata Gaines,1.1,0.6,0.5,0.2,23,0.518,217,12.0,7.9,24.0,0.317,0.561,UTA,2010,0.269,0.554,0.5
Kosta Koufos,-6.5,-5.3,-1.2,-0.2,20,0.494,172,21.9,15.5,17.9,0.0,0.319,UTA,2010,0.0,0.468,0.6
Othyus Jeffers,-4.6,-3.7,-1.0,0.0,24,0.495,73,13.8,15.4,26.7,0.0,0.655,UTA,2010,0.0,0.414,0.684
Nenê,3.2,1.6,1.6,3.6,27,0.631,2755,12.2,13.1,16.5,0.003,0.58,DEN,2010,0.0,0.589,0.704
Carmelo Anthony,2.3,3.5,-1.2,2.9,25,0.548,2634,10.6,9.9,33.4,0.125,0.407,DEN,2010,0.316,0.478,0.83
Chauncey Billups,3.7,4.5,-0.8,3.6,33,0.601,2490,13.0,5.3,24.3,0.423,0.532,DEN,2010,0.386,0.441,0.91
Arron Afflalo,-0.4,-0.2,-0.2,0.9,24,0.576,2221,10.5,6.5,14.0,0.426,0.168,DEN,2010,0.434,0.488,0.735
J.R. Smith,0.1,0.5,-0.4,1.1,24,0.515,2082,11.0,6.5,26.9,0.452,0.195,DEN,2010,0.338,0.477,0.706
Kenyon Martin,-0.8,-1.4,0.5,0.6,32,0.481,1986,11.6,15.8,17.5,0.047,0.269,DEN,2010,0.276,0.465,0.557
Chris Andersen,1.8,-0.1,1.9,1.6,31,0.631,1695,14.3,16.4,10.8,0.012,0.94,DEN,2010,0.0,0.573,0.695
Ty Lawson,1.1,1.5,-0.4,1.0,22,0.6,1318,15.4,5.4,18.0,0.213,0.359,DEN,2010,0.41,0.544,0.757
Anthony Carter,-0.8,-1.7,0.9,0.3,34,0.482,859,23.7,6.0,12.6,0.348,0.072,DEN,2010,0.27,0.5,0.846
Joey Graham,-3.0,-2.6,-0.3,-0.2,27,0.568,759,15.5,9.3,16.2,0.064,0.361,DEN,2010,0.154,0.545,0.74
Malik Allen,-5.7,-4.7,-1.0,-0.4,31,0.431,456,15.3,10.4,14.0,0.052,0.112,DEN,2010,0.167,0.409,0.923
Johan Petro,-3.6,-3.9,0.2,-0.2,24,0.553,436,17.3,17.1,13.6,0.01,0.208,DEN,2010,0.0,0.54,0.667
Renaldo Balkman,-2.4,-5.8,3.3,0.0,25,0.339,91,22.5,14.6,13.0,0.389,0.333,DEN,2010,0.0,0.545,0.333
Corey Brewer,-2.2,-2.1,-0.1,-0.1,23,0.502,2482,13.4,6.3,21.5,0.25,0.27,MIN,2010,0.346,0.459,0.648
Al Jefferson,0.4,0.7,-0.4,1.5,25,0.524,2463,9.9,16.0,24.3,0.004,0.236,MIN,2010,0.0,0.5,0.68
Jonny Flynn,-2.9,-0.8,-2.1,-0.5,20,0.511,2339,17.9,4.6,24.2,0.226,0.284,MIN,2010,0.358,0.434,0.826
Ryan Gomes,-1.8,-1.0,-0.8,0.1,27,0.528,2210,10.8,8.8,17.4,0.272,0.172,MIN,2010,0.372,0.475,0.825
Ramon Sessions,-3.0,-1.8,-1.2,-0.4,23,0.513,1732,17.2,6.9,19.9,0.027,0.42,MIN,2010,0.067,0.467,0.717
Kevin Love,1.5,2.7,-1.2,1.5,21,0.549,1714,13.2,21.5,22.4,0.164,0.427,MIN,2010,0.33,0.474,0.815
Damien Wilkins,-1.3,-2.0,0.7,0.3,30,0.515,1585,14.8,8.8,14.1,0.16,0.339,MIN,2010,0.295,0.459,0.798
Wayne Ellington,-3.5,-1.6,-1.9,-0.5,22,0.527,1384,13.4,6.4,17.4,0.362,0.156,MIN,2010,0.395,0.441,0.871
Ryan Hollins,-4.6,-3.9,-0.7,-0.8,25,0.6,1223,20.3,9.5,16.6,0.003,0.521,MIN,2010,0.0,0.56,0.69
Sasha Pavlović,-6.2,-5.0,-1.2,-0.9,26,0.422,877,14.5,7.5,18.1,0.393,0.087,MIN,2010,0.297,0.407,0.385
Darko Miličić,-1.7,-2.4,0.7,0.0,24,0.499,614,14.2,12.1,16.4,0.005,0.15,MIN,2010,0.0,0.495,0.536
Oleksiy Pecherov,-4.2,-2.7,-1.6,-0.3,24,0.487,447,13.7,15.5,22.8,0.277,0.17,MIN,2010,0.269,0.463,0.906
Nathan Jawai,-3.8,-3.0,-0.8,-0.2,23,0.485,412,17.5,14.1,16.3,0.009,0.342,MIN,2010,0.0,0.445,0.684
Brian Cardinal,-4.4,-5.3,0.9,-0.2,32,0.546,267,13.7,6.1,8.3,0.25,0.5,MIN,2010,0.333,0.407,0.944
Alando Tucker,-9.5,-4.1,-5.4,0.0,25,0.444,25,10.0,6.7,17.4,0.0,0.0,MIN,2010,0.0,0.444,0.0
Jason Hart,3.8,-6.1,9.9,0.0,31,0.0,5,0.0,0.0,8.7,0.0,0.0,MIN,2010,0.0,0.0,0.0
Kevin Durant,7.1,6.3,0.8,7.5,21,0.607,3239,11.7,11.0,32.0,0.21,0.504,OKC,2010,0.365,0.506,0.9
Jeff Green,0.2,-0.4,0.6,1.7,23,0.53,3043,10.4,9.2,19.2,0.292,0.208,OKC,2010,0.333,0.503,0.74
